segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-013-S0001,O006-PSU-013,Lesson12,,cb4ad503e340ebd1a921e3ed6dcbfc0a80660936d8bfc9d190f70694b9ccb51b,Lessons,,pending
O006-PSU-013-S0002,O006-PSU-013,Lesson12,,82f4d4283b7c817a0802025cad2cce76ae39f51dd420403bdb58b1987f473159,Simple Linear Regression,,pending
O006-PSU-013-S0003,O006-PSU-013,Lesson12,,82f4d4283b7c817a0802025cad2cce76ae39f51dd420403bdb58b1987f473159,Simple Linear Regression,,pending
O006-PSU-013-S0004,O006-PSU-013,Lesson12,,f9f0955ea4a62478023055e8ef7ad1dde05e6742688eb5e5bc8990a2f4295815,Regression,,pending
O006-PSU-013-S0005,O006-PSU-013,Lesson12,overview,d4b1ea5708dd532930a85188b45aff6f0a3ed458500c7577e0127a538eb0d100,Overview,,pending
O006-PSU-013-S0006,O006-PSU-013,Lesson12,overview,6e3fca4873438106ff20ad22a342e7f9e0915a304f1c76120e7d61704ed9d395,"Simple linear regression is a way of evaluating the relationship between two continuous variables. One variable is regarded as the predictor variable, explanatory variable, or independent variable ( ). The other variable is regarded as the response variable, outcome variable, or dependent variable.",,pending
O006-PSU-013-S0007,O006-PSU-013,Lesson12,overview,eb9c18d37054088cba5c61aaf30c95846eaf2b89e69da1d3b80ab360fcd83352,"For example, we might we interested in investigating the (linear?) relationship between:",,pending
O006-PSU-013-S0008,O006-PSU-013,Lesson12,overview,a17cc1ea601088540377117f3f2d83ee779273d5280f9159e6bce8c54de816e5,heights and weights,,pending
O006-PSU-013-S0009,O006-PSU-013,Lesson12,overview,6e15f4b8cd31a55f1e73deb34a9ecb7b9e9cb4a90f27e5faaec368698655e520,high school grade point average and college grade point average,,pending
O006-PSU-013-S0010,O006-PSU-013,Lesson12,overview,12dab18df7b6a84c047d2101d9e6c5f53c6ac33d61da938a0f8c3247b8506197,speed and gas mileage,,pending
O006-PSU-013-S0011,O006-PSU-013,Lesson12,overview,916c36a109bab2ca906fdb8f63b5e9dd39a31759f24d92f415f3f3a677187bc8,outdoor temperature and evaporation rate,,pending
O006-PSU-013-S0012,O006-PSU-013,Lesson12,overview,d46336aa3039a8920f338a8e12266fac9950cf0503dd2f7589a62669091a86a6,the Dow Jones industrial average and the consumer confidence index,,pending
O006-PSU-013-S0013,O006-PSU-013,Lesson12,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,,pending
O006-PSU-013-S0014,O006-PSU-013,Lesson12,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:",,pending
O006-PSU-013-S0015,O006-PSU-013,Lesson12,objectives,a9bd48a87fff5dedb334dcdb68d45bf472b7d67ef346ee004dba46474981c196,"Formulate and interpret linear regression models for predicting outcomes based on one predictor variable,",,pending
O006-PSU-013-S0016,O006-PSU-013,Lesson12,objectives,49b2a47869120015528e2e2483d2bd143527e7494983ff20efecd1294659035d,"Find the distribution of the least square parameters,",,pending
O006-PSU-013-S0017,O006-PSU-013,Lesson12,objectives,706cdd2eb7fb02ca66d1b9a9c105d1f4a732f6e2d910fed7ab46e93bd1a95731,"Conduct a hypothesis test or construct a confidence interval for the least square parameters, and",,pending
